from,to,dist,time,????12????????,????5????????
571H,571AM,24.363,48.726,#N/A,#N/A
571H,571AB,75.261,150.522,#N/A,#N/A
571H,571JC,76.483,152.966,#N/A,#N/A
571H,571KH,85.998,171.996,#N/A,#N/A
571H,571TH,109.596,219.192,#N/A,#N/A
571H,571TL,64.297,128.594,#N/A,#N/A
571H,571DA,18.176,36.352,#N/A,#N/A
571H,571K,23.9,47.8,#N/A,#N/A
571H,571KF,24.771,49.542,#N/A,#N/A
571H,571KC,12.536,25.072,#N/A,#N/A
571H,571TD,13.762,27.524,#N/A,#N/A
571H,571TN,11.047,22.094,#N/A,#N/A
571H,571HC,17.785,35.57,#N/A,#N/A
571H,571TM,18.425,36.85,#N/A,#N/A
571H,571B,28.423,56.846,#N/A,#N/A
571H,571BM,32.827,65.654,#N/A,#N/A
571H,571CAE,39.244,83.488,#N/A,#N/A
571H,571FC,39.63,84.26,#N/A,#N/A
571H,571FN,31.076,67.152,#N/A,#N/A
571H,571LD,37.181,79.362,#N/A,#N/A
571H,571FT,40.76,86.52,#N/A,#N/A
571H,571KB,39.375,83.75,#N/A,#N/A
571H,571CS,30.425,60.85,#N/A,#N/A
571H,571D,23.123,46.246,#N/A,#N/A
571H,571DC,31.091,62.182,#N/A,#N/A
571H,571CC,35.701,76.402,#N/A,#N/A
571H,571FQ,47.065,99.13,#N/A,#N/A
571H,571HK,60.15,125.3,#N/A,#N/A
571H,571E,31.34,62.68,#N/A,#N/A
571H,571EA,30.326,60.652,#N/A,#N/A
571H,571HB,23.899,47.798,#N/A,#N/A
571H,571KT,24.239,48.478,#N/A,#N/A
571H,571DB,18.364,36.728,#N/A,#N/A
571H,571DJ,21.433,42.866,#N/A,#N/A
571H,571TF,4.438,8.876,#N/A,#N/A
571H,571TQ,8.682,17.364,#N/A,#N/A
571H,571FF,40.852,86.704,#N/A,#N/A
571H,571FH,45.683,96.366,#N/A,#N/A
571H,571FL,43.309,91.618,#N/A,#N/A
571H,571FJ,142.919,285.838,#N/A,#N/A
571H,571SC,131.296,262.592,#N/A,#N/A
571H,571FG,53.527,112.054,#N/A,#N/A
571H,571MQ,49.396,103.792,#N/A,#N/A
571H,571NF,27.679,55.358,#N/A,#N/A
571H,571NG,30.98,61.96,#N/A,#N/A
571H,571FA,29.096,63.192,#N/A,#N/A
571H,571FP,27.699,60.398,#N/A,#N/A
571H,571HJ,31.069,67.138,#N/A,#N/A
571H,571LB,25.602,56.204,#N/A,#N/A
571H,571QKA,31.979,63.958,#N/A,#N/A
571H,571QKB,48.012,96.024,#N/A,#N/A
571H,571QKC,43.332,86.664,#N/A,#N/A
571H,571QKD,24.001,48.002,#N/A,#N/A
571H,571QKE,37.877,80.754,#N/A,#N/A
571H,571QKF,24.355,48.71,#N/A,#N/A
571H,571QKG,45.739,91.478,#N/A,#N/A
571H,571QKT,0,5,#N/A,#N/A
571H,571FM,40.396,85.792,#N/A,#N/A
571H,571FD,59.856,124.712,#N/A,#N/A
571H,571FR,53.434,111.868,#N/A,#N/A
571H,571FS,71.638,148.276,#N/A,#N/A
571H,571LH,39.738,84.476,#N/A,#N/A
571H,571SH,78.792,162.584,#N/A,#N/A
571H,571FK,95.765,191.53,#N/A,#N/A
571H,571G,73.91,147.82,#N/A,7
571H,571GB,67.764,135.528,#N/A,#N/A
571H,571GC,84.247,168.494,#N/A,#N/A
571H,571HG,78.023,156.046,#N/A,#N/A
571H,571SB,76.758,153.516,#N/A,#N/A
571H,571SD,70.79,141.58,#N/A,#N/A
571H,571CK,36.017,77.034,#N/A,#N/A
571H,571CL,37.978,80.956,#N/A,#N/A
571H,571FB,41.255,87.51,#N/A,6
571H,571CD,34.376,68.752,#N/A,#N/A
571H,571HN,38.473,76.946,#N/A,#N/A
571H,571J,31.103,62.206,#N/A,#N/A
571H,571JB,29.704,59.408,#N/A,#N/A
571H,571KA,26.123,52.246,#N/A,#N/A
571H,571KL,28.33,56.66,#N/A,#N/A
571H,571FE,38.431,81.862,#N/A,#N/A
571H,571MC,33.137,71.274,#N/A,#N/A
571H,571MF,35.945,76.89,#N/A,#N/A
571H,571M,48.753,102.506,#N/A,#N/A
571H,571MB,45.956,96.912,#N/A,#N/A
571H,571MD,60.054,125.108,#N/A,#N/A
571H,571NA,37.917,75.834,#N/A,#N/A
571H,571NE,32.376,64.752,#N/A,#N/A
571H,571NC,22.824,45.648,#N/A,#N/A
571H,571P,29.915,59.83,#N/A,#N/A
571H,571PB,27.245,54.49,#N/A,#N/A
571H,571PC,28.631,57.262,#N/A,#N/A
571H,571PD,35.96,71.92,#N/A,#N/A
571H,571AJ,32.638,65.276,#N/A,#N/A
571H,571KJ,32.033,64.066,#N/A,#N/A
571H,571PF,31.175,62.35,#N/A,#N/A
571H,571PG,56.799,113.598,#N/A,#N/A
571H,571PH,26.296,52.592,#N/A,#N/A
571H,571AE,42.799,85.598,#N/A,#N/A
571H,571HP,41.215,82.43,#N/A,#N/A
571H,571QF,43.188,86.376,#N/A,#N/A
571H,571QA,30.515,61.03,#N/A,#N/A
571H,571QC,31.099,62.198,#N/A,#N/A
571H,571QD,32.782,65.564,#N/A,#N/A
571H,571QE,28.996,57.992,#N/A,#N/A
571H,571QM,50.288,105.576,#N/A,#N/A
571H,571L,119.507,239.014,#N/A,#N/A
571H,571LA,118.019,236.038,#N/A,#N/A
571H,571SF,192.907,385.814,#N/A,#N/A
571H,571SA,171.511,343.022,#N/A,#N/A
571H,571SE,166.492,332.984,#N/A,#N/A
571H,571SP,187.084,374.168,#N/A,#N/A
571H,571SQ,146.344,292.688,#N/A,#N/A
571H,571ST,160.518,321.036,#N/A,#N/A
571H,571NB,45.377,90.754,#N/A,#N/A
571H,571NH,44.881,89.762,#N/A,8
571H,571QB,52.915,105.83,#N/A,#N/A
571H,571FX,30.544,66.088,#N/A,#N/A
571H,571KM,28.646,62.292,#N/A,#N/A
571H,571TC,4.968,9.936,#N/A,#N/A
571H,571TB,17.193,34.386,#N/A,#N/A
571H,571TE,17.892,35.784,#N/A,#N/A
571H,571TK,15.603,31.206,#N/A,#N/A
571H,571TP,9.958,19.916,#N/A,4
571H,571W,23.821,47.642,#N/A,#N/A
571H,571WA,43.782,92.564,#N/A,#N/A
571H,571WW,49.26,103.52,#N/A,5
571TF,571AA,26.516,53.032,#N/A,#N/A
571TF,571AD,23.651,47.302,#N/A,#N/A
571TF,571AF,23.666,47.332,#N/A,#N/A
571TF,571AG,31.749,63.498,#N/A,#N/A
571TF,571AC,21.817,43.634,#N/A,#N/A
571TF,571AQ,28.946,57.892,#N/A,#N/A
571TF,571AM,20.228,40.456,#N/A,#N/A
571TF,571AB,79.471,158.942,#N/A,#N/A
571TF,571JC,80.693,161.386,#N/A,#N/A
571TF,571KH,90.208,180.416,#N/A,#N/A
571TF,571TH,113.806,227.612,#N/A,#N/A
571TF,571TL,68.507,137.014,#N/A,#N/A
571TF,571DA,10.111,20.222,#N/A,#N/A
571TF,571K,19.765,39.53,#N/A,#N/A
571TF,571KF,18.639,37.278,#N/A,#N/A
571TF,571KC,8.989,17.978,#N/A,#N/A
571TF,571TD,9.627,19.254,#N/A,#N/A
571TF,571TN,6.912,13.824,#N/A,#N/A
571TF,571HC,15.514,31.028,#N/A,#N/A
571TF,571TM,13.094,26.188,#N/A,#N/A
571TF,571B,24.846,49.692,#N/A,#N/A
571TF,571BM,29.25,58.5,#N/A,#N/A
571TF,571CAE,34.221,73.442,#N/A,#N/A
571TF,571FC,34.607,74.214,#N/A,#N/A
571TF,571FN,33.134,71.268,#N/A,#N/A
571TF,571LD,32.158,69.316,#N/A,#N/A
571TF,571FT,35.737,76.474,#N/A,#N/A
571TF,571KB,34.352,73.704,#N/A,#N/A
571TF,571CS,26.848,53.696,#N/A,#N/A
571TF,571D,19.019,38.038,#N/A,#N/A
571TF,571DC,29.089,58.178,#N/A,#N/A
571TF,571CC,37.759,80.518,#N/A,#N/A
571TF,571FQ,42.93,90.86,#N/A,#N/A
571TF,571HK,56.015,117.03,#N/A,#N/A
571TF,571E,27.763,55.526,#N/A,#N/A
571TF,571EA,24.904,49.808,#N/A,#N/A
571TF,571HB,21.628,43.256,#N/A,#N/A
571TF,571KT,21.968,43.936,#N/A,#N/A
571TF,571DB,16.355,32.71,#N/A,#N/A
571TF,571DJ,21.427,42.854,#N/A,#N/A
571TF,571H,4.141,8.282,#N/A,#N/A
571TF,571TQ,7.011,14.022,#N/A,#N/A
571TF,571FF,35.829,76.658,#N/A,#N/A
571TF,571FH,40.66,86.32,#N/A,#N/A
571TF,571FL,38.286,81.572,#N/A,#N/A
571TF,571FJ,147.129,294.258,#N/A,#N/A
571TF,571SC,135.506,271.012,#N/A,#N/A
571TF,571FG,51.256,107.512,#N/A,#N/A
571TF,571MQ,47.125,99.25,#N/A,#N/A
571TF,571NF,31.889,63.778,#N/A,#N/A
571TF,571NG,35.19,70.38,#N/A,#N/A
571TF,571FA,31.154,67.308,#N/A,#N/A
571TF,571FP,29.757,64.514,#N/A,#N/A
571TF,571HJ,33.117,71.234,#N/A,#N/A
571TF,571LB,27.66,60.32,#N/A,#N/A
571TF,571QKA,36.189,72.378,#N/A,#N/A
571TF,571QKB,43.877,87.754,#N/A,#N/A
571TF,571QKC,47.542,95.084,#N/A,#N/A
571TF,571QKD,21.73,43.46,#N/A,#N/A
571TF,571QKE,32.854,70.708,#N/A,#N/A
571TF,571QKF,20.22,40.44,#N/A,#N/A
571TF,571QKG,49.949,99.898,#N/A,#N/A
571TF,571QKT,0,5,#N/A,#N/A
571TF,571FM,35.373,75.746,#N/A,#N/A
571TF,571FD,55.721,116.442,#N/A,#N/A
571TF,571FR,65.056,135.112,#N/A,#N/A
571TF,571FS,67.503,140.006,#N/A,#N/A
571TF,571LH,41.796,88.592,#N/A,#N/A
571TF,571SH,74.657,154.314,#N/A,#N/A
571TF,571FK,99.975,199.95,#N/A,#N/A
571TF,571G,78.12,156.24,#N/A,7
571TF,571GB,71.974,143.948,#N/A,#N/A
571TF,571GC,88.457,176.914,#N/A,#N/A
571TF,571HG,82.233,164.466,#N/A,#N/A
571TF,571SB,80.968,161.936,#N/A,#N/A
571TF,571SD,75,150,#N/A,#N/A
571TF,571CK,30.994,66.988,#N/A,#N/A
571TF,571CL,32.955,70.91,#N/A,#N/A
571TF,571FB,36.232,77.464,#N/A,6
571TF,571CD,30.799,61.598,#N/A,#N/A
571TF,571HN,42.683,85.366,#N/A,#N/A
571TF,571J,27.526,55.052,#N/A,#N/A
571TF,571JB,26.127,52.254,#N/A,#N/A
571TF,571KA,20.164,40.328,#N/A,#N/A
571TF,571KL,24.753,49.506,#N/A,#N/A
571TF,571FE,36.16,77.32,#N/A,#N/A
571TF,571MC,30.866,66.732,#N/A,#N/A
571TF,571MF,33.674,72.348,#N/A,#N/A
571TF,571M,44.618,94.236,#N/A,#N/A
571TF,571MB,41.821,88.642,#N/A,#N/A
571TF,571MD,55.919,116.838,#N/A,#N/A
571TF,571NA,42.127,84.254,#N/A,#N/A
571TF,571NE,36.586,73.172,#N/A,#N/A
571TF,571NC,18.689,37.378,#N/A,#N/A
571TF,571P,24.892,49.784,#N/A,#N/A
571TF,571PB,23.11,46.22,#N/A,#N/A
571TF,571PC,23.355,46.71,#N/A,#N/A
571TF,571PD,30.937,61.874,#N/A,#N/A
571TF,571AJ,29.061,58.122,#N/A,#N/A
571TF,571KJ,28.456,56.912,#N/A,#N/A
571TF,571PF,25.444,50.888,#N/A,#N/A
571TF,571PG,40.552,81.104,#N/A,#N/A
571TF,571PH,22.161,44.322,#N/A,#N/A
571TF,571AE,47.009,94.018,#N/A,#N/A
571TF,571HP,45.425,90.85,#N/A,#N/A
571TF,571QF,47.398,94.796,#N/A,#N/A
571TF,571QA,26.938,53.876,#N/A,#N/A
571TF,571QC,29.097,58.194,#N/A,#N/A
571TF,571QD,29.852,59.704,#N/A,#N/A
571TF,571QE,26.994,53.988,#N/A,#N/A
571TF,571QM,46.153,97.306,#N/A,#N/A
571TF,571L,123.717,247.434,#N/A,#N/A
571TF,571LA,122.229,244.458,#N/A,#N/A
571TF,571SF,197.117,394.234,#N/A,#N/A
571TF,571SA,175.721,351.442,#N/A,#N/A
571TF,571SE,170.702,341.404,#N/A,#N/A
571TF,571SP,191.294,382.588,#N/A,#N/A
571TF,571SQ,150.554,301.108,#N/A,#N/A
571TF,571ST,164.728,329.456,#N/A,#N/A
571TF,571NB,49.587,99.174,#N/A,#N/A
571TF,571NH,49.091,98.182,#N/A,8
571TF,571QB,57.125,114.25,#N/A,#N/A
571TF,571FX,32.602,70.204,#N/A,#N/A
571TF,571KM,30.704,66.408,#N/A,#N/A
571TF,571TC,7.729,15.458,#N/A,#N/A
571TF,571TB,15.184,30.368,#N/A,#N/A
571TF,571TE,16.641,33.282,#N/A,#N/A
571TF,571TK,7.538,15.076,#N/A,#N/A
571TF,571TP,11.195,22.39,#N/A,4
571TF,571W,21.55,43.1,#N/A,#N/A
571TF,571WA,39.647,84.294,#N/A,#N/A
571TF,571WW,45.125,95.25,#N/A,5
571TQ,571AA,26.111,52.222,#N/A,#N/A
571TQ,571AD,23.246,46.492,#N/A,#N/A
571TQ,571AF,23.261,46.522,#N/A,#N/A
571TQ,571AG,31.344,62.688,#N/A,#N/A
571TQ,571AC,16.743,33.486,#N/A,#N/A
571TQ,571AQ,23.872,47.744,#N/A,#N/A
571TQ,571AM,19.823,39.646,#N/A,#N/A
571TQ,571AB,79.066,158.132,#N/A,#N/A
571TQ,571JC,80.288,160.576,#N/A,#N/A
571TQ,571KH,89.803,179.606,#N/A,#N/A
571TQ,571TH,113.401,226.802,#N/A,#N/A
571TQ,571TL,68.102,136.204,#N/A,#N/A
571TQ,571DA,16.832,33.664,#N/A,#N/A
571TQ,571K,15.434,30.868,#N/A,#N/A
571TQ,571KF,18.234,36.468,#N/A,#N/A
571TQ,571KC,7.967,15.934,#N/A,#N/A
571TQ,571TD,6.967,13.934,#N/A,#N/A
571TQ,571TN,5.109,10.218,#N/A,#N/A
571TQ,571HC,10.44,20.88,#N/A,#N/A
571TQ,571TM,11.08,22.16,#N/A,#N/A
571TQ,571B,24.441,48.882,#N/A,#N/A
571TQ,571BM,28.845,57.69,#N/A,#N/A
571TQ,571CAE,33.816,72.632,#N/A,#N/A
571TQ,571FC,27.603,60.206,#N/A,#N/A
571TQ,571FN,23.731,52.462,#N/A,#N/A
571TQ,571LD,26.045,57.09,#N/A,#N/A
571TQ,571FT,35.332,75.664,#N/A,#N/A
571TQ,571KB,33.947,72.894,#N/A,#N/A
571TQ,571CS,26.443,52.886,#N/A,#N/A
571TQ,571D,18.614,37.228,#N/A,#N/A
571TQ,571DC,28.684,57.368,#N/A,#N/A
571TQ,571CC,28.356,61.712,#N/A,#N/A
571TQ,571FQ,28.703,62.406,#N/A,#N/A
571TQ,571HK,32.816,70.632,#N/A,#N/A
571TQ,571E,27.358,54.716,#N/A,#N/A
571TQ,571EA,24.499,48.998,#N/A,#N/A
571TQ,571HB,16.554,33.108,#N/A,#N/A
571TQ,571KT,16.894,33.788,#N/A,#N/A
571TQ,571DB,23.446,46.892,#N/A,#N/A
571TQ,571DJ,21.022,42.044,#N/A,#N/A
571TQ,571H,7.61,15.22,#N/A,#N/A
571TQ,571TF,7.155,14.31,#N/A,#N/A
571TQ,571FF,35.424,75.848,#N/A,#N/A
571TQ,571FH,40.255,85.51,#N/A,#N/A
571TQ,571FL,37.881,80.762,#N/A,#N/A
571TQ,571FJ,146.724,293.448,#N/A,#N/A
571TQ,571SC,135.101,270.202,#N/A,#N/A
571TQ,571FG,46.182,97.364,#N/A,#N/A
571TQ,571MQ,42.051,89.102,#N/A,#N/A
571TQ,571NF,31.484,62.968,#N/A,#N/A
571TQ,571NG,34.785,69.57,#N/A,#N/A
571TQ,571FA,21.751,48.502,#N/A,#N/A
571TQ,571FP,20.354,45.708,#N/A,#N/A
571TQ,571HJ,23.724,52.448,#N/A,#N/A
571TQ,571LB,18.257,41.514,#N/A,#N/A
571TQ,571QKA,35.784,71.568,#N/A,#N/A
571TQ,571QKB,43.472,86.944,#N/A,#N/A
571TQ,571QKC,47.137,94.274,#N/A,#N/A
571TQ,571QKD,16.656,33.312,#N/A,#N/A
571TQ,571QKE,28.109,61.218,#N/A,#N/A
571TQ,571QKF,19.815,39.63,#N/A,#N/A
571TQ,571QKG,49.544,99.088,#N/A,#N/A
571TQ,571QKT,0,5,#N/A,#N/A
571TQ,571FM,34.968,74.936,#N/A,#N/A
571TQ,571FD,55.316,115.632,#N/A,#N/A
571TQ,571FR,64.651,134.302,#N/A,#N/A
571TQ,571FS,67.098,139.196,#N/A,#N/A
571TQ,571LH,32.393,69.786,#N/A,#N/A
571TQ,571SH,74.252,153.504,#N/A,#N/A
571TQ,571FK,99.57,199.14,#N/A,#N/A
571TQ,571G,77.715,155.43,#N/A,7
571TQ,571GB,71.569,143.138,#N/A,#N/A
571TQ,571GC,88.052,176.104,#N/A,#N/A
571TQ,571HG,81.828,163.656,#N/A,#N/A
571TQ,571SB,80.563,161.126,#N/A,#N/A
571TQ,571SD,74.595,149.19,#N/A,#N/A
571TQ,571CK,24.502,54.004,#N/A,#N/A
571TQ,571CL,28.21,61.42,#N/A,#N/A
571TQ,571FB,30.291,65.582,#N/A,6
571TQ,571CD,30.394,60.788,#N/A,#N/A
571TQ,571HN,42.278,84.556,#N/A,#N/A
571TQ,571J,27.121,54.242,#N/A,#N/A
571TQ,571JB,25.722,51.444,#N/A,#N/A
571TQ,571KA,19.759,39.518,#N/A,#N/A
571TQ,571KL,24.348,48.696,#N/A,#N/A
571TQ,571FE,31.086,67.172,#N/A,#N/A
571TQ,571MC,25.792,56.584,#N/A,#N/A
571TQ,571MF,28.6,62.2,#N/A,#N/A
571TQ,571M,44.213,93.426,#N/A,#N/A
571TQ,571MB,34.588,74.176,#N/A,#N/A
571TQ,571MD,55.514,116.028,#N/A,#N/A
571TQ,571NA,41.722,83.444,#N/A,#N/A
571TQ,571NE,36.181,72.362,#N/A,#N/A
571TQ,571NC,13.731,27.462,#N/A,#N/A
571TQ,571P,24.487,48.974,#N/A,#N/A
571TQ,571PB,22.705,45.41,#N/A,#N/A
571TQ,571PC,22.95,45.9,#N/A,#N/A
571TQ,571PD,30.532,61.064,#N/A,#N/A
571TQ,571AJ,28.656,57.312,#N/A,#N/A
571TQ,571KJ,28.051,56.102,#N/A,#N/A
571TQ,571PF,25.039,50.078,#N/A,#N/A
571TQ,571PG,40.147,80.294,#N/A,#N/A
571TQ,571PH,21.756,43.512,#N/A,#N/A
571TQ,571AE,46.604,93.208,#N/A,#N/A
571TQ,571HP,45.02,90.04,#N/A,#N/A
571TQ,571QF,46.993,93.986,#N/A,#N/A
571TQ,571QA,26.533,53.066,#N/A,#N/A
571TQ,571QC,28.692,57.384,#N/A,#N/A
571TQ,571QD,29.447,58.894,#N/A,#N/A
571TQ,571QE,26.589,53.178,#N/A,#N/A
571TQ,571QM,45.748,96.496,#N/A,#N/A
571TQ,571L,123.312,246.624,#N/A,#N/A
571TQ,571LA,121.824,243.648,#N/A,#N/A
571TQ,571SF,196.712,393.424,#N/A,#N/A
571TQ,571SA,175.316,350.632,#N/A,#N/A
571TQ,571SE,170.297,340.594,#N/A,#N/A
571TQ,571SP,190.889,381.778,#N/A,#N/A
571TQ,571SQ,150.149,300.298,#N/A,#N/A
571TQ,571ST,164.323,328.646,#N/A,#N/A
571TQ,571NB,49.182,98.364,#N/A,#N/A
571TQ,571NH,48.686,97.372,#N/A,8
571TQ,571QB,56.72,113.44,#N/A,#N/A
571TQ,571FX,23.199,51.398,#N/A,#N/A
571TQ,571KM,21.301,47.602,#N/A,#N/A
571TQ,571TC,11.659,23.318,#N/A,#N/A
571TQ,571TB,24.765,49.53,#N/A,#N/A
571TQ,571TE,31.404,62.808,#N/A,#N/A
571TQ,571TK,10.696,21.392,#N/A,#N/A
571TQ,571TP,15.345,30.69,#N/A,4
571TQ,571W,16.476,32.952,#N/A,#N/A
571TQ,571WA,32.414,69.828,#N/A,#N/A
571TQ,571WW,44.72,94.44,#N/A,5
571FF,571AA,12.54,30.08,#N/A,#N/A
571FF,571AD,19.508,44.016,#N/A,#N/A
571FF,571AF,15.46,35.92,#N/A,#N/A
571FF,571AG,28.658,62.316,#N/A,#N/A
571FF,571AC,34.989,74.978,#N/A,#N/A
571FF,571AQ,34.926,74.852,#N/A,#N/A
571FF,571AM,15.759,36.518,#N/A,#N/A
571FF,571AB,55.809,116.618,#N/A,#N/A
571FF,571JC,57.031,119.062,#N/A,#N/A
571FF,571KH,66.546,138.092,#N/A,#N/A
571FF,571TH,90.144,185.288,#N/A,#N/A
571FF,571TL,44.845,94.69,#N/A,#N/A
571FF,571DA,26.513,58.026,#N/A,#N/A
571FF,571K,21.099,47.198,#N/A,#N/A
571FF,571KF,22.939,50.878,#N/A,#N/A
571FF,571KC,27.61,60.22,#N/A,#N/A
571FF,571TD,30.196,65.392,#N/A,#N/A
571FF,571TN,31.346,67.692,#N/A,#N/A
571FF,571HC,26.828,58.656,#N/A,#N/A
571FF,571TM,24.835,54.67,#N/A,#N/A
571FF,571B,17.194,39.388,#N/A,#N/A
571FF,571BM,9.274,23.548,#N/A,#N/A
571FF,571CAE,1.907,3.814,#N/A,#N/A
571FF,571FC,8.122,16.244,#N/A,#N/A
571FF,571FN,13.814,27.628,#N/A,#N/A
571FF,571LD,9.196,18.392,#N/A,#N/A
571FF,571FT,4.832,9.664,#N/A,#N/A
571FF,571KB,2.038,4.076,#N/A,#N/A
571FF,571CS,11.993,28.986,#N/A,#N/A
571FF,571D,19.87,44.74,#N/A,#N/A
571FF,571DC,25.998,56.996,#N/A,#N/A
571FF,571CC,16.713,33.426,#N/A,#N/A
571FF,571FQ,19.722,39.444,#N/A,#N/A
571FF,571HK,26.905,53.81,#N/A,#N/A
571FF,571E,11.203,27.406,#N/A,#N/A
571FF,571EA,12.737,30.474,#N/A,#N/A
571FF,571HB,34.8,74.6,#N/A,#N/A
571FF,571KT,35.14,75.28,#N/A,#N/A
571FF,571DB,25.638,56.276,#N/A,#N/A
571FF,571DJ,23.102,51.204,#N/A,#N/A
571FF,571H,40.933,86.866,#N/A,#N/A
571FF,571TF,35.795,76.59,#N/A,#N/A
571FF,571TQ,34.736,74.472,#N/A,#N/A
571FF,571FH,9.67,19.34,#N/A,#N/A
571FF,571FL,3.502,7.004,#N/A,#N/A
571FF,571FJ,83.479,171.958,#N/A,#N/A
571FF,571SC,83.946,172.892,#N/A,#N/A
571FF,571FG,58.759,117.518,#N/A,#N/A
571FF,571MQ,61.595,123.19,#N/A,#N/A
571FF,571NF,26.173,57.346,#N/A,#N/A
571FF,571NG,36.426,77.852,#N/A,#N/A
571FF,571FA,14.024,28.048,#N/A,#N/A
571FF,571FP,15.274,30.548,#N/A,#N/A
571FF,571HJ,10.179,20.358,#N/A,#N/A
571FF,571LB,16.825,33.65,#N/A,#N/A
571FF,571QKA,26.31,57.62,#N/A,#N/A
571FF,571QKB,31.467,67.934,#N/A,#N/A
571FF,571QKC,22.429,49.858,#N/A,#N/A
571FF,571QKD,34.902,74.804,#N/A,#N/A
571FF,571QKE,6.52,13.04,#N/A,#N/A
571FF,571QKF,15.751,36.502,#N/A,#N/A
571FF,571QKG,35.572,76.144,#N/A,#N/A
571FF,571QKT,0,0,#N/A,#N/A
571FF,571FM,4.544,9.088,#N/A,#N/A
571FF,571FD,34.972,69.944,#N/A,#N/A
571FF,571FR,17.421,34.842,#N/A,#N/A
571FF,571FS,46.754,93.508,#N/A,#N/A
571FF,571LH,19.077,38.154,#N/A,#N/A
571FF,571SH,31.219,62.438,#N/A,#N/A
571FF,571FK,51.214,107.428,#N/A,#N/A
571FF,571G,29.359,63.718,#N/A,7
571FF,571GB,20.414,45.828,#N/A,#N/A
571FF,571GC,36.897,78.794,#N/A,#N/A
571FF,571HG,41.206,87.412,#N/A,#N/A
571FF,571SB,29.408,63.816,#N/A,#N/A
571FF,571SD,26.239,57.478,#N/A,#N/A
571FF,571CK,9.431,18.862,#N/A,#N/A
571FF,571CL,6.762,13.524,#N/A,#N/A
571FF,571FB,6.869,13.738,#N/A,6
571FF,571CD,20.715,46.43,#N/A,#N/A
571FF,571HN,27.361,59.722,#N/A,#N/A
571FF,571J,17.407,39.814,#N/A,#N/A
571FF,571JB,18.475,41.95,#N/A,#N/A
571FF,571KA,16.189,37.378,#N/A,#N/A
571FF,571KL,17.101,39.202,#N/A,#N/A
571FF,571FE,49.332,98.664,#N/A,#N/A
571FF,571MC,44.038,88.076,#N/A,#N/A
571FF,571MF,33.2,66.4,#N/A,#N/A
571FF,571M,32.208,64.416,#N/A,#N/A
571FF,571MB,24.986,49.972,#N/A,#N/A
571FF,571MD,43.509,87.018,#N/A,#N/A
571FF,571NA,40.166,85.332,#N/A,#N/A
571FF,571NE,33.875,72.75,#N/A,#N/A
571FF,571NC,23.866,52.732,#N/A,#N/A
571FF,571P,12.864,30.728,#N/A,#N/A
571FF,571PB,13.313,31.626,#N/A,#N/A
571FF,571PC,13.718,32.436,#N/A,#N/A
571FF,571PD,8.135,21.27,#N/A,#N/A
571FF,571AJ,18.118,41.236,#N/A,#N/A
571FF,571KJ,17.261,39.522,#N/A,#N/A
571FF,571PF,10.573,26.146,#N/A,#N/A
571FF,571PG,9.995,24.99,#N/A,#N/A
571FF,571PH,13.328,31.656,#N/A,#N/A
571FF,571AE,23.509,52.018,#N/A,#N/A
571FF,571HP,29.291,63.582,#N/A,#N/A
571FF,571QF,22.285,49.57,#N/A,#N/A
571FF,571QA,18.833,42.666,#N/A,#N/A
571FF,571QC,26.006,57.012,#N/A,#N/A
571FF,571QD,22.2,49.4,#N/A,#N/A
571FF,571QE,23.914,52.828,#N/A,#N/A
571FF,571QM,33.743,67.486,#N/A,#N/A
571FF,571L,72.157,149.314,#N/A,#N/A
571FF,571LA,70.669,146.338,#N/A,#N/A
571FF,571SF,145.557,296.114,#N/A,#N/A
571FF,571SA,124.161,253.322,#N/A,#N/A
571FF,571SE,119.142,243.284,#N/A,#N/A
571FF,571SP,139.734,284.468,#N/A,#N/A
571FF,571SQ,98.994,202.988,#N/A,#N/A
571FF,571ST,113.168,231.336,#N/A,#N/A
571FF,571NB,26.087,57.174,#N/A,#N/A
571FF,571NH,36.053,77.106,#N/A,8
571FF,571QB,33.463,71.926,#N/A,#N/A
571FF,571FX,18.515,37.03,#N/A,#N/A
571FF,571KM,19.952,39.904,#N/A,#N/A
571FF,571TC,42.338,89.676,#N/A,#N/A
571FF,571TB,29.993,64.986,#N/A,#N/A
571FF,571TE,39.491,83.982,#N/A,#N/A
571FF,571TK,28.78,62.56,#N/A,#N/A
571FF,571TP,39.759,84.518,#N/A,4
571FF,571W,34.722,74.444,#N/A,#N/A
571FF,571WA,27.157,54.314,#N/A,#N/A
571FF,571WW,32.715,65.43,#N/A,5
571FH,571AA,17.767,40.534,#N/A,#N/A
571FH,571AD,24.735,54.47,#N/A,#N/A
571FH,571AF,20.687,46.374,#N/A,#N/A
571FH,571AG,33.885,72.77,#N/A,#N/A
571FH,571AC,43.793,92.586,#N/A,#N/A
571FH,571AQ,40.52,86.04,#N/A,#N/A
571FH,571AM,20.986,46.972,#N/A,#N/A
571FH,571AB,64.181,133.362,#N/A,#N/A
571FH,571JC,65.403,135.806,#N/A,#N/A
571FH,571KH,74.918,154.836,#N/A,#N/A
571FH,571TH,98.516,202.032,#N/A,#N/A
571FH,571TL,53.217,111.434,#N/A,#N/A
571FH,571DA,31.74,68.48,#N/A,#N/A
571FH,571K,26.326,57.652,#N/A,#N/A
571FH,571KF,28.166,61.332,#N/A,#N/A
571FH,571KC,32.837,70.674,#N/A,#N/A
571FH,571TD,35.423,75.846,#N/A,#N/A
