from,to,dist,time,????12????????,????5????????
571QC,571FM,25.474,55.948,#N/A,#N/A
571QC,571FD,54.902,114.804,#N/A,#N/A
571QC,571FR,44.288,93.576,#N/A,#N/A
571QC,571FS,66.684,138.368,#N/A,#N/A
571QC,571LH,50.873,106.746,#N/A,#N/A
571QC,571SH,58.086,121.172,#N/A,#N/A
571QC,571FK,68.661,137.322,#N/A,#N/A
571QC,571G,46.806,93.612,#N/A,7
571QC,571GB,40.66,81.32,#N/A,#N/A
571QC,571GC,57.143,114.286,#N/A,#N/A
571QC,571HG,50.919,101.838,#N/A,#N/A
571QC,571SB,49.654,99.308,#N/A,#N/A
571QC,571SD,43.686,87.372,#N/A,#N/A
571QC,571CK,26.241,57.482,#N/A,#N/A
571QC,571CL,26.069,57.138,#N/A,#N/A
571QC,571FB,26.333,57.666,#N/A,6
571QC,571CD,7.79,15.58,#N/A,#N/A
571QC,571HN,11.369,22.738,#N/A,#N/A
571QC,571J,8.877,17.754,#N/A,#N/A
571QC,571JB,8.3,16.6,#N/A,#N/A
571QC,571KA,16.347,32.694,#N/A,#N/A
571QC,571KL,8.058,16.116,#N/A,#N/A
571QC,571FE,44.857,94.714,#N/A,#N/A
571QC,571MC,39.563,84.126,#N/A,#N/A
571QC,571MF,42.371,89.742,#N/A,#N/A
571QC,571M,46.957,98.914,#N/A,#N/A
571QC,571MB,44.16,93.32,#N/A,#N/A
571QC,571MD,58.258,121.516,#N/A,#N/A
571QC,571NA,14.872,29.744,#N/A,#N/A
571QC,571NE,8.581,17.162,#N/A,#N/A
571QC,571NC,20.942,41.884,#N/A,#N/A
571QC,571P,17.78,35.56,#N/A,#N/A
571QC,571PB,20.588,41.176,#N/A,#N/A
571QC,571PC,15.038,30.076,#N/A,#N/A
571QC,571PD,19.097,38.194,#N/A,#N/A
571QC,571AJ,8.639,17.278,#N/A,#N/A
571QC,571KJ,9.138,18.276,#N/A,#N/A
571QC,571PF,19.738,39.476,#N/A,#N/A
571QC,571PG,29.695,59.39,#N/A,#N/A
571QC,571PH,18.836,37.672,#N/A,#N/A
571QC,571AE,15.695,31.39,#N/A,#N/A
571QC,571HP,14.111,28.222,#N/A,#N/A
571QC,571QF,16.084,32.168,#N/A,#N/A
571QC,571QA,5.695,11.39,#N/A,#N/A
571QC,571QD,4.389,8.778,#N/A,#N/A
571QC,571QE,4.349,8.698,#N/A,#N/A
571QC,571QM,48.492,101.984,#N/A,#N/A
571QC,571L,92.403,184.806,#N/A,#N/A
571QC,571LA,90.915,181.83,#N/A,#N/A
571QC,571SF,165.803,331.606,#N/A,#N/A
571QC,571SA,144.407,288.814,#N/A,#N/A
571QC,571SE,139.388,278.776,#N/A,#N/A
571QC,571SP,159.98,319.96,#N/A,#N/A
571QC,571SQ,119.24,238.48,#N/A,#N/A
571QC,571ST,133.414,266.828,#N/A,#N/A
571QC,571NB,18.273,36.546,#N/A,#N/A
571QC,571NH,16.92,33.84,#N/A,8
571QC,571QB,25.811,51.622,#N/A,#N/A
571QC,571FX,34.941,74.882,#N/A,#N/A
571QC,571KM,33.043,71.086,#N/A,#N/A
571QC,571TC,33.305,66.61,#N/A,#N/A
571QC,571TB,17.681,35.362,#N/A,#N/A
571QC,571TE,24.32,48.64,#N/A,#N/A
571QC,571TK,19.858,39.716,#N/A,#N/A
571QC,571TP,30.726,61.452,#N/A,4
571QC,571W,31.798,63.596,#N/A,#N/A
571QC,571WA,41.986,88.972,#N/A,#N/A
571QC,571WW,47.464,99.928,#N/A,5
571QD,571AA,9.525,19.05,#N/A,#N/A
571QD,571AD,6.903,13.806,#N/A,#N/A
571QD,571AF,9.369,18.738,#N/A,#N/A
571QD,571AG,5.697,11.394,#N/A,#N/A
571QD,571AC,27.7,55.4,#N/A,#N/A
571QD,571AQ,34.829,69.658,#N/A,#N/A
571QD,571AM,14.821,29.642,#N/A,#N/A
571QD,571AB,47.379,94.758,#N/A,#N/A
571QD,571JC,48.601,97.202,#N/A,#N/A
571QD,571KH,58.116,116.232,#N/A,#N/A
571QD,571TH,81.714,163.428,#N/A,#N/A
571QD,571TL,36.415,72.83,#N/A,#N/A
571QD,571DA,17.125,34.25,#N/A,#N/A
571QD,571K,13.81,27.62,#N/A,#N/A
571QD,571KF,13.44,26.88,#N/A,#N/A
571QD,571KC,18.222,36.444,#N/A,#N/A
571QD,571TD,20.808,41.616,#N/A,#N/A
571QD,571TN,21.958,43.916,#N/A,#N/A
571QD,571HC,19.539,39.078,#N/A,#N/A
571QD,571TM,17.546,35.092,#N/A,#N/A
571QD,571B,5.98,11.96,#N/A,#N/A
571QD,571BM,12.259,24.518,#N/A,#N/A
571QD,571CAE,19.987,44.974,#N/A,#N/A
571QD,571FC,24.717,54.434,#N/A,#N/A
571QD,571FN,31.108,67.216,#N/A,#N/A
571QD,571LD,23.157,51.314,#N/A,#N/A
571QD,571FT,21.503,48.006,#N/A,#N/A
571QD,571KB,20.118,45.236,#N/A,#N/A
571QD,571CS,9.857,19.714,#N/A,#N/A
571QD,571D,10.42,20.84,#N/A,#N/A
571QD,571DC,4.233,8.466,#N/A,#N/A
571QD,571CC,33.308,71.616,#N/A,#N/A
571QD,571FQ,40.904,86.808,#N/A,#N/A
571QD,571HK,46.057,97.114,#N/A,#N/A
571QD,571E,10.772,21.544,#N/A,#N/A
571QD,571EA,12.306,24.612,#N/A,#N/A
571QD,571HB,27.511,55.022,#N/A,#N/A
571QD,571KT,27.851,55.702,#N/A,#N/A
571QD,571DB,13.783,27.566,#N/A,#N/A
571QD,571DJ,9.998,19.996,#N/A,#N/A
571QD,571H,31.434,62.868,#N/A,#N/A
571QD,571TF,29.974,59.948,#N/A,#N/A
571QD,571TQ,27.938,55.876,#N/A,#N/A
571QD,571FF,21.595,48.19,#N/A,#N/A
571QD,571FH,26.426,57.852,#N/A,#N/A
571QD,571FL,24.052,53.104,#N/A,#N/A
571QD,571FJ,115.037,230.074,#N/A,#N/A
571QD,571SC,103.414,206.828,#N/A,#N/A
571QD,571FG,67.997,140.994,#N/A,#N/A
571QD,571MQ,49.994,104.988,#N/A,#N/A
571QD,571NF,7.419,14.838,#N/A,#N/A
571QD,571NG,16.718,33.436,#N/A,#N/A
571QD,571FA,29.128,63.256,#N/A,#N/A
571QD,571FP,27.731,60.462,#N/A,#N/A
571QD,571HJ,22.878,50.756,#N/A,#N/A
571QD,571LB,25.634,56.268,#N/A,#N/A
571QD,571QKA,7.363,14.726,#N/A,#N/A
571QD,571QKB,41.851,83.702,#N/A,#N/A
571QD,571QKC,12.048,24.096,#N/A,#N/A
571QD,571QKD,27.613,55.226,#N/A,#N/A
571QD,571QKE,21.492,47.984,#N/A,#N/A
571QD,571QKF,14.813,29.626,#N/A,#N/A
571QD,571QKG,15.597,31.194,#N/A,#N/A
571QD,571QKT,0,5,#N/A,#N/A
571QD,571FM,21.139,47.278,#N/A,#N/A
571QD,571FD,54.124,113.248,#N/A,#N/A
571QD,571FR,43.51,92.02,#N/A,#N/A
571QD,571FS,65.906,136.812,#N/A,#N/A
571QD,571LH,50.095,105.19,#N/A,#N/A
571QD,571SH,57.308,119.616,#N/A,#N/A
571QD,571FK,67.883,135.766,#N/A,#N/A
571QD,571G,46.028,92.056,#N/A,7
571QD,571GB,39.882,79.764,#N/A,#N/A
571QD,571GC,56.365,112.73,#N/A,#N/A
571QD,571HG,50.141,100.282,#N/A,#N/A
571QD,571SB,48.876,97.752,#N/A,#N/A
571QD,571SD,42.908,85.816,#N/A,#N/A
571QD,571CK,21.993,48.986,#N/A,#N/A
571QD,571CL,21.734,48.468,#N/A,#N/A
571QD,571FB,21.998,48.996,#N/A,6
571QD,571CD,5.232,10.464,#N/A,#N/A
571QD,571HN,10.591,21.182,#N/A,#N/A
571QD,571J,5.64,11.28,#N/A,#N/A
571QD,571JB,5.063,10.126,#N/A,#N/A
571QD,571KA,12.099,24.198,#N/A,#N/A
571QD,571KL,5.665,11.33,#N/A,#N/A
571QD,571FE,44.391,93.782,#N/A,#N/A
571QD,571MC,39.097,83.194,#N/A,#N/A
571QD,571MF,41.905,88.81,#N/A,#N/A
571QD,571M,42.592,90.184,#N/A,#N/A
571QD,571MB,39.795,84.59,#N/A,#N/A
571QD,571MD,53.893,112.786,#N/A,#N/A
571QD,571NA,18.401,36.802,#N/A,#N/A
571QD,571NE,12.11,24.22,#N/A,#N/A
571QD,571NC,16.577,33.154,#N/A,#N/A
571QD,571P,13.445,26.89,#N/A,#N/A
571QD,571PB,16.34,32.68,#N/A,#N/A
571QD,571PC,10.703,21.406,#N/A,#N/A
571QD,571PD,14.762,29.524,#N/A,#N/A
571QD,571AJ,4.629,9.258,#N/A,#N/A
571QD,571KJ,5.128,10.256,#N/A,#N/A
571QD,571PF,15.403,30.806,#N/A,#N/A
571QD,571PG,28.917,57.834,#N/A,#N/A
571QD,571PH,14.588,29.176,#N/A,#N/A
571QD,571AE,14.917,29.834,#N/A,#N/A
571QD,571HP,11.7,23.4,#N/A,#N/A
571QD,571QF,11.904,23.808,#N/A,#N/A
571QD,571QA,3.302,6.604,#N/A,#N/A
571QD,571QC,4.241,8.482,#N/A,#N/A
571QD,571QE,2.885,5.77,#N/A,#N/A
571QD,571QM,44.127,93.254,#N/A,#N/A
571QD,571L,91.625,183.25,#N/A,#N/A
571QD,571LA,90.137,180.274,#N/A,#N/A
571QD,571SF,165.025,330.05,#N/A,#N/A
571QD,571SA,143.629,287.258,#N/A,#N/A
571QD,571SE,138.61,277.22,#N/A,#N/A
571QD,571SP,159.202,318.404,#N/A,#N/A
571QD,571SQ,118.462,236.924,#N/A,#N/A
571QD,571ST,132.636,265.272,#N/A,#N/A
571QD,571NB,17.495,34.99,#N/A,#N/A
571QD,571NH,14.739,29.478,#N/A,8
571QD,571QB,25.033,50.066,#N/A,#N/A
571QD,571FX,30.576,66.152,#N/A,#N/A
571QD,571KM,28.678,62.356,#N/A,#N/A
571QD,571TC,32.839,65.678,#N/A,#N/A
571QD,571TB,22.394,44.788,#N/A,#N/A
571QD,571TE,29.033,58.066,#N/A,#N/A
571QD,571TK,19.392,38.784,#N/A,#N/A
571QD,571TP,30.26,60.52,#N/A,4
571QD,571W,27.433,54.866,#N/A,#N/A
571QD,571WA,37.621,80.242,#N/A,#N/A
571QD,571WW,43.099,91.198,#N/A,5
571QE,571AA,11.494,22.988,#N/A,#N/A
571QE,571AD,7.762,15.524,#N/A,#N/A
571QE,571AF,11.333,22.666,#N/A,#N/A
571QE,571AG,6.728,13.456,#N/A,#N/A
571QE,571AC,29.699,59.398,#N/A,#N/A
571QE,571AQ,37.226,74.452,#N/A,#N/A
571QE,571AM,16.703,33.406,#N/A,#N/A
571QE,571AB,48.41,96.82,#N/A,#N/A
571QE,571JC,49.632,99.264,#N/A,#N/A
571QE,571KH,59.147,118.294,#N/A,#N/A
571QE,571TH,82.745,165.49,#N/A,#N/A
571QE,571TL,37.446,74.892,#N/A,#N/A
571QE,571DA,15.225,30.45,#N/A,#N/A
571QE,571K,14.179,28.358,#N/A,#N/A
571QE,571KF,11.54,23.08,#N/A,#N/A
571QE,571KC,16.322,32.644,#N/A,#N/A
571QE,571TD,18.908,37.816,#N/A,#N/A
571QE,571TN,20.058,40.116,#N/A,#N/A
571QE,571HC,21.538,43.076,#N/A,#N/A
571QE,571TM,19.545,39.09,#N/A,#N/A
571QE,571B,6.53,13.06,#N/A,#N/A
571QE,571BM,14.228,28.456,#N/A,#N/A
571QE,571CAE,21.956,48.912,#N/A,#N/A
571QE,571FC,27.488,59.976,#N/A,#N/A
571QE,571FN,33.107,71.214,#N/A,#N/A
571QE,571LD,25.039,55.078,#N/A,#N/A
571QE,571FT,23.472,51.944,#N/A,#N/A
571QE,571KB,22.087,49.174,#N/A,#N/A
571QE,571CS,11.826,23.652,#N/A,#N/A
571QE,571D,8.52,17.04,#N/A,#N/A
571QE,571DC,4.068,8.136,#N/A,#N/A
571QE,571CC,36.079,77.158,#N/A,#N/A
571QE,571FQ,42.903,90.806,#N/A,#N/A
571QE,571HK,47.088,99.176,#N/A,#N/A
571QE,571E,12.741,25.482,#N/A,#N/A
571QE,571EA,14.275,28.55,#N/A,#N/A
571QE,571HB,29.51,59.02,#N/A,#N/A
571QE,571KT,29.85,59.7,#N/A,#N/A
571QE,571DB,11.883,23.766,#N/A,#N/A
571QE,571DJ,8.098,16.196,#N/A,#N/A
571QE,571H,29.534,59.068,#N/A,#N/A
571QE,571TF,28.28,56.56,#N/A,#N/A
571QE,571TQ,26.038,52.076,#N/A,#N/A
571QE,571FF,23.564,52.128,#N/A,#N/A
571QE,571FH,28.395,61.79,#N/A,#N/A
571QE,571FL,26.021,57.042,#N/A,#N/A
571QE,571FJ,116.068,232.136,#N/A,#N/A
571QE,571SC,104.445,208.89,#N/A,#N/A
571QE,571FG,66.097,137.194,#N/A,#N/A
571QE,571MQ,48.094,101.188,#N/A,#N/A
571QE,571NF,5.825,11.65,#N/A,#N/A
571QE,571NG,20.355,40.71,#N/A,#N/A
571QE,571FA,31.127,67.254,#N/A,#N/A
571QE,571FP,29.73,64.46,#N/A,#N/A
571QE,571HJ,24.76,54.52,#N/A,#N/A
571QE,571LB,27.633,60.266,#N/A,#N/A
571QE,571QKA,7.198,14.396,#N/A,#N/A
571QE,571QKB,43.85,87.7,#N/A,#N/A
571QE,571QKC,16.481,32.962,#N/A,#N/A
571QE,571QKD,29.612,59.224,#N/A,#N/A
571QE,571QKE,23.461,51.922,#N/A,#N/A
571QE,571QKF,16.695,33.39,#N/A,#N/A
571QE,571QKG,18.031,36.062,#N/A,#N/A
571QE,571QKT,0,5,#N/A,#N/A
571QE,571FM,23.108,51.216,#N/A,#N/A
571QE,571FD,55.155,115.31,#N/A,#N/A
571QE,571FR,44.541,94.082,#N/A,#N/A
571QE,571FS,66.937,138.874,#N/A,#N/A
571QE,571LH,51.126,107.252,#N/A,#N/A
571QE,571SH,58.339,121.678,#N/A,#N/A
571QE,571FK,68.914,137.828,#N/A,#N/A
571QE,571G,47.059,94.118,#N/A,7
571QE,571GB,40.913,81.826,#N/A,#N/A
571QE,571GC,57.396,114.792,#N/A,#N/A
571QE,571HG,51.172,102.344,#N/A,#N/A
571QE,571SB,49.907,99.814,#N/A,#N/A
571QE,571SD,43.939,87.878,#N/A,#N/A
571QE,571CK,23.875,52.75,#N/A,#N/A
571QE,571CL,23.703,52.406,#N/A,#N/A
571QE,571FB,23.967,52.934,#N/A,6
571QE,571CD,7.286,14.572,#N/A,#N/A
571QE,571HN,11.622,23.244,#N/A,#N/A
571QE,571J,7.034,14.068,#N/A,#N/A
571QE,571JB,6.457,12.914,#N/A,#N/A
571QE,571KA,13.981,27.962,#N/A,#N/A
571QE,571KL,6.215,12.43,#N/A,#N/A
571QE,571FE,42.491,89.982,#N/A,#N/A
571QE,571MC,37.197,79.394,#N/A,#N/A
571QE,571MF,40.005,85.01,#N/A,#N/A
571QE,571M,44.591,94.182,#N/A,#N/A
571QE,571MB,41.794,88.588,#N/A,#N/A
571QE,571MD,55.892,116.784,#N/A,#N/A
571QE,571NA,18.236,36.472,#N/A,#N/A
571QE,571NE,11.945,23.89,#N/A,#N/A
571QE,571NC,18.576,37.152,#N/A,#N/A
571QE,571P,15.414,30.828,#N/A,#N/A
571QE,571PB,18.222,36.444,#N/A,#N/A
571QE,571PC,12.672,25.344,#N/A,#N/A
571QE,571PD,16.731,33.462,#N/A,#N/A
571QE,571AJ,6.796,13.592,#N/A,#N/A
571QE,571KJ,7.295,14.59,#N/A,#N/A
571QE,571PF,17.372,34.744,#N/A,#N/A
571QE,571PG,29.948,59.896,#N/A,#N/A
571QE,571PH,16.47,32.94,#N/A,#N/A
571QE,571AE,15.948,31.896,#N/A,#N/A
571QE,571HP,14.364,28.728,#N/A,#N/A
571QE,571QF,16.337,32.674,#N/A,#N/A
571QE,571QA,3.852,7.704,#N/A,#N/A
571QE,571QC,4.076,8.152,#N/A,#N/A
571QE,571QD,2.546,5.092,#N/A,#N/A
571QE,571QM,46.126,97.252,#N/A,#N/A
571QE,571L,92.656,185.312,#N/A,#N/A
571QE,571LA,91.168,182.336,#N/A,#N/A
571QE,571SF,166.056,332.112,#N/A,#N/A
571QE,571SA,144.66,289.32,#N/A,#N/A
571QE,571SE,139.641,279.282,#N/A,#N/A
571QE,571SP,160.233,320.466,#N/A,#N/A
571QE,571SQ,119.493,238.986,#N/A,#N/A
571QE,571ST,133.667,267.334,#N/A,#N/A
571QE,571NB,18.526,37.052,#N/A,#N/A
571QE,571NH,17.173,34.346,#N/A,8
571QE,571QB,26.064,52.128,#N/A,#N/A
571QE,571FX,32.575,70.15,#N/A,#N/A
571QE,571KM,30.677,66.354,#N/A,#N/A
571QE,571TC,30.939,61.878,#N/A,#N/A
571QE,571TB,16.781,33.562,#N/A,#N/A
571QE,571TE,23.42,46.84,#N/A,#N/A
571QE,571TK,17.492,34.984,#N/A,#N/A
571QE,571TP,28.36,56.72,#N/A,4
571QE,571W,29.432,58.864,#N/A,#N/A
571QE,571WA,39.62,84.24,#N/A,#N/A
571QE,571WW,45.098,95.196,#N/A,5
571QM,571AA,35.456,75.912,#N/A,#N/A
571QM,571AD,39.609,84.218,#N/A,#N/A
571QM,571AF,34.78,74.56,#N/A,#N/A
571QM,571AG,52.08,109.16,#N/A,#N/A
571QM,571AC,23.412,51.824,#N/A,#N/A
571QM,571AQ,20.139,45.278,#N/A,#N/A
571QM,571AM,30.689,66.378,#N/A,#N/A
571QM,571AB,98.604,202.208,#N/A,#N/A
571QM,571JC,99.826,204.652,#N/A,#N/A
571QM,571KH,109.341,223.682,#N/A,#N/A
571QM,571TH,132.939,270.878,#N/A,#N/A
571QM,571TL,87.64,180.28,#N/A,#N/A
571QM,571DA,42.399,89.798,#N/A,#N/A
571QM,571K,35.723,76.446,#N/A,#N/A
571QM,571KF,41.338,87.676,#N/A,#N/A
571QM,571KC,40.677,86.354,#N/A,#N/A
571QM,571TD,37.943,80.886,#N/A,#N/A
571QM,571TN,46.65,98.3,#N/A,#N/A
571QM,571HC,32.252,69.504,#N/A,#N/A
571QM,571TM,34.585,74.17,#N/A,#N/A
571QM,571B,40.804,86.608,#N/A,#N/A
571QM,571BM,33.911,72.822,#N/A,#N/A
571QM,571CAE,33.662,67.324,#N/A,#N/A
571QM,571FC,28.793,57.586,#N/A,#N/A
571QM,571FN,24.918,49.836,#N/A,#N/A
571QM,571LD,27.961,55.922,#N/A,#N/A
571QM,571FT,34.125,68.25,#N/A,#N/A
571QM,571KB,33.793,67.586,#N/A,#N/A
571QM,571CS,36.005,77.01,#N/A,#N/A
571QM,571D,38.269,81.538,#N/A,#N/A
571QM,571DC,49.42,103.84,#N/A,#N/A
571QM,571CC,25.596,51.192,#N/A,#N/A
571QM,571FQ,23.054,46.108,#N/A,#N/A
571QM,571HK,36.139,72.278,#N/A,#N/A
571QM,571E,37.022,79.044,#N/A,#N/A
571QM,571EA,35.365,75.73,#N/A,#N/A
571QM,571HB,31.233,67.466,#N/A,#N/A
571QM,571KT,29.616,64.232,#N/A,#N/A
571QM,571DB,44.037,93.074,#N/A,#N/A
571QM,571DJ,41.501,88.002,#N/A,#N/A
571QM,571H,49.793,104.586,#N/A,#N/A
571QM,571TF,46.925,98.85,#N/A,#N/A
571QM,571TQ,42.925,90.85,#N/A,#N/A
571QM,571FF,35.27,70.54,#N/A,#N/A
571QM,571FH,45.717,91.434,#N/A,#N/A
571QM,571FL,37.958,75.916,#N/A,#N/A
571QM,571FJ,147.571,300.142,#N/A,#N/A
571QM,571SC,125.267,255.534,#N/A,#N/A
571QM,571FG,11.927,23.854,#N/A,#N/A
571QM,571MQ,15.323,30.646,#N/A,#N/A
571QM,571NF,49.807,104.614,#N/A,#N/A
571QM,571NG,60.352,125.704,#N/A,#N/A
571QM,571FA,26.873,53.746,#N/A,#N/A
571QM,571FP,25.476,50.952,#N/A,#N/A
571QM,571HJ,25.64,51.28,#N/A,#N/A
571QM,571LB,23.379,46.758,#N/A,#N/A
571QM,571QKA,49.944,104.888,#N/A,#N/A
571QM,571QKB,2.386,9.772,#N/A,#N/A
571QM,571QKC,65.224,135.448,#N/A,#N/A
571QM,571QKD,21.866,48.732,#N/A,#N/A
571QM,571QKE,30.025,60.05,#N/A,#N/A
571QM,571QKF,30.681,66.362,#N/A,#N/A
571QM,571QKG,78.367,161.734,#N/A,#N/A
571QM,571QKT,0,0,#N/A,#N/A
571QM,571FM,33.463,66.926,#N/A,#N/A
571QM,571FD,35.845,71.69,#N/A,#N/A
571QM,571FR,45.18,90.36,#N/A,#N/A
571QM,571FS,47.627,95.254,#N/A,#N/A
571QM,571LH,32.933,65.866,#N/A,#N/A
571QM,571SH,54.781,109.562,#N/A,#N/A
571QM,571FK,95.633,196.266,#N/A,#N/A
571QM,571G,73.778,152.556,#N/A,7
571QM,571GB,61.735,128.47,#N/A,#N/A
571QM,571GC,78.218,161.436,#N/A,#N/A
571QM,571HG,82.527,170.054,#N/A,#N/A
571QM,571SB,70.729,146.458,#N/A,#N/A
571QM,571SD,70.658,146.316,#N/A,#N/A
571QM,571CK,26.418,52.836,#N/A,#N/A
571QM,571CL,30.126,60.252,#N/A,#N/A
571QM,571FB,32.207,64.414,#N/A,6
571QM,571CD,46.757,98.514,#N/A,#N/A
571QM,571HN,67.845,140.69,#N/A,#N/A
571QM,571J,43.484,91.968,#N/A,#N/A
571QM,571JB,42.085,89.17,#N/A,#N/A
571QM,571KA,32.46,69.92,#N/A,#N/A
571QM,571KL,40.711,86.422,#N/A,#N/A
571QM,571FE,13.933,27.866,#N/A,#N/A
571QM,571MC,18.046,36.092,#N/A,#N/A
571QM,571MF,14.057,28.114,#N/A,#N/A
571QM,571M,1.751,3.502,#N/A,#N/A
571QM,571MB,7.832,15.664,#N/A,#N/A
571QM,571MD,7.322,14.644,#N/A,#N/A
571QM,571NA,67.289,139.578,#N/A,#N/A
571QM,571NE,61.748,128.496,#N/A,#N/A
571QM,571NC,33.615,72.23,#N/A,#N/A
571QM,571P,35.353,75.706,#N/A,#N/A
571QM,571PB,33.571,72.142,#N/A,#N/A
571QM,571PC,33.816,72.632,#N/A,#N/A
571QM,571PD,36.098,77.196,#N/A,#N/A
571QM,571AJ,39.625,84.25,#N/A,#N/A
571QM,571KJ,38.768,82.536,#N/A,#N/A
571QM,571PF,30.319,65.638,#N/A,#N/A
571QM,571PG,56.667,118.334,#N/A,#N/A
571QM,571PH,32.622,70.244,#N/A,#N/A
571QM,571AE,66.304,137.608,#N/A,#N/A
571QM,571HP,70.587,146.174,#N/A,#N/A
571QM,571QF,65.08,135.16,#N/A,#N/A
571QM,571QA,42.896,90.792,#N/A,#N/A
571QM,571QC,49.428,103.856,#N/A,#N/A
571QM,571QD,45.81,96.62,#N/A,#N/A
571QM,571QE,47.325,99.65,#N/A,#N/A
571QM,571L,113.478,231.956,#N/A,#N/A
571QM,571LA,111.99,228.98,#N/A,#N/A
571QM,571SF,186.878,378.756,#N/A,#N/A
571QM,571SA,165.482,335.964,#N/A,#N/A
571QM,571SE,160.463,325.926,#N/A,#N/A
571QM,571SP,181.055,367.11,#N/A,#N/A
571QM,571SQ,140.315,285.63,#N/A,#N/A
571QM,571ST,154.489,313.978,#N/A,#N/A
571QM,571NB,68.882,142.764,#N/A,#N/A
571QM,571NH,57.584,120.168,#N/A,8
571QM,571QB,76.258,157.516,#N/A,#N/A
571QM,571FX,16.969,33.938,#N/A,#N/A
571QM,571KM,17.975,35.95,#N/A,#N/A
571QM,571TC,53.573,112.146,#N/A,#N/A
571QM,571TB,50.332,105.664,#N/A,#N/A
571QM,571TE,56.971,118.942,#N/A,#N/A
571QM,571TK,41.847,88.694,#N/A,#N/A
571QM,571TP,55.162,115.324,#N/A,4
571QM,571W,22.046,49.092,#N/A,#N/A
571QM,571WA,14.904,29.808,#N/A,#N/A
571QM,571WW,6.099,12.198,#N/A,5
571L,571AA,85.617,171.234,#N/A,#N/A
571L,571AD,92.585,185.17,#N/A,#N/A
571L,571AF,88.537,177.074,#N/A,#N/A
571L,571AG,88.117,176.234,#N/A,#N/A
571L,571AC,110.931,221.862,#N/A,#N/A
571L,571AQ,107.658,215.316,#N/A,#N/A
571L,571AM,88.836,177.672,#N/A,#N/A
571L,571AB,112.852,225.704,#N/A,#N/A
571L,571JC,114.074,228.148,#N/A,#N/A
571L,571KH,123.589,247.178,#N/A,#N/A
571L,571TH,72.865,145.73,#N/A,#N/A
571L,571TL,101.888,203.776,#N/A,#N/A
571L,571DA,99.59,199.18,#N/A,#N/A
571L,571K,94.176,188.352,#N/A,#N/A
571L,571KF,96.016,192.032,#N/A,#N/A
571L,571KC,100.687,201.374,#N/A,#N/A
571L,571TD,116.496,232.992,#N/A,#N/A
571L,571TN,120.332,240.664,#N/A,#N/A
571L,571HC,99.905,199.81,#N/A,#N/A
571L,571TM,97.912,195.824,#N/A,#N/A
571L,571B,90.271,180.542,#N/A,#N/A
571L,571BM,82.351,164.702,#N/A,#N/A
571L,571CAE,75.265,155.53,#N/A,#N/A
571L,571FC,80.549,166.098,#N/A,#N/A
571L,571FN,86.241,177.482,#N/A,#N/A
571L,571LD,81.843,168.686,#N/A,#N/A
571L,571FT,75.251,155.502,#N/A,#N/A
571L,571KB,75.396,155.792,#N/A,#N/A
571L,571CS,85.07,170.14,#N/A,#N/A
571L,571D,92.947,185.894,#N/A,#N/A
571L,571DC,93.146,186.292,#N/A,#N/A
571L,571CC,87.36,179.72,#N/A,#N/A
571L,571FQ,99.844,204.688,#N/A,#N/A
571L,571HK,81.104,167.208,#N/A,#N/A
571L,571E,84.28,168.56,#N/A,#N/A
571L,571EA,85.814,171.628,#N/A,#N/A
571L,571HB,118.752,237.504,#N/A,#N/A
571L,571KT,117.135,234.27,#N/A,#N/A
571L,571DB,105.799,211.598,#N/A,#N/A
571L,571DJ,99.322,198.644,#N/A,#N/A
571L,571H,120.849,241.698,#N/A,#N/A
571L,571TF,108.872,217.744,#N/A,#N/A
571L,571TQ,123.732,247.464,#N/A,#N/A
571L,571FF,72.532,150.064,#N/A,#N/A
571L,571FH,79.094,163.188,#N/A,#N/A
571L,571FL,75.163,155.326,#N/A,#N/A
571L,571FJ,36.349,72.698,#N/A,#N/A
571L,571SC,14.045,28.09,#N/A,#N/A
571L,571FG,137.98,280.96,#N/A,#N/A
571L,571MQ,140.816,286.632,#N/A,#N/A
571L,571NF,97.831,195.662,#N/A,#N/A
571L,571NG,108.481,216.962,#N/A,#N/A
571L,571FA,86.451,177.902,#N/A,#N/A
571L,571FP,88.412,181.824,#N/A,#N/A
571L,571HJ,83.317,171.634,#N/A,#N/A
571L,571LB,89.963,184.926,#N/A,#N/A
571L,571QKA,97.775,195.55,#N/A,#N/A
571L,571QKB,110.688,221.376,#N/A,#N/A
571L,571QKC,79.472,158.944,#N/A,#N/A
571L,571QKD,109.385,218.77,#N/A,#N/A
571L,571QKE,79.279,163.558,#N/A,#N/A
571L,571QKF,88.828,177.656,#N/A,#N/A
571L,571QKG,92.615,185.23,#N/A,#N/A
571L,571QKT,0,5,#N/A,#N/A
571L,571FM,75.733,156.466,#N/A,#N/A
571L,571FD,89.171,183.342,#N/A,#N/A
571L,571FR,78.557,162.114,#N/A,#N/A
571L,571FS,100.953,206.906,#N/A,#N/A
571L,571LH,85.142,175.284,#N/A,#N/A
571L,571SH,71.248,147.496,#N/A,#N/A
571L,571FK,30.91,61.82,#N/A,#N/A
571L,571G,50.801,101.602,#N/A,7
571L,571GB,58.318,116.636,#N/A,#N/A
571L,571GC,44.565,89.13,#N/A,#N/A
571L,571HG,48.874,97.748,#N/A,#N/A
571L,571SB,45.32,90.64,#N/A,#N/A
571L,571SD,53.025,106.05,#N/A,#N/A
571L,571CK,82.569,170.138,#N/A,#N/A
